1 (397, 0.03811882094522347)
1 (1046, 0.031019481777204556)
2 (397, 0.03811882094522347)
2 (1046, 0.031019481777204556)
3 (1572, 0.3882236409090929)
3 (1003, 0.3873617834607207)
3 (2341, 0.38496620811544635)
3 (464, 0.3846344059853938)
3 (1348, 0.38424802600345737)
3 (3030, 0.383620727242409)
3 (1869, 0.38103179923945724)
3 (2652, 0.38103179923945724)
3 (2767, 0.38103179923945724)
3 (2886, 0.3799252155823894)
4 (2931, 0.3034412334513605)
4 (2851, 0.2751660601778215)
4 (2233, 0.26155869590461833)
4 (2060, 0.25721158557645146)
4 (2314, 0.25531569378057056)
4 (616, 0.25365830138863454)
4 (1145, 0.25234631590194107)
4 (1135, 0.2497291205946954)
4 (1665, 0.24836778630895123)
4 (2252, 0.24831330187463227)
5 (1978, 0.2689439731215884)
5 (2786, 0.25852208856690073)
5 (1671, 0.2518538631799692)
5 (2849, 0.24452171732364247)
5 (2247, 0.23837059412215442)
5 (2314, 0.23527963701341603)
5 (1810, 0.23186056661604604)
5 (1844, 0.23110407294770136)
5 (2820, 0.2302805758479169)
5 (1589, 0.2292039791172573)
6 (2622, 0.22612538434661422)
6 (2046, 0.22202058095554156)
6 (321, 0.2178795831110104)
6 (670, 0.21759426608835716)
6 (1727, 0.21468221918955033)
6 (695, 0.21404601128500408)
6 (2931, 0.21367956025336154)
6 (3125, 0.2134357090422269)
6 (2314, 0.21124387522990065)
6 (2003, 0.21084911323664332)
7 (2111, 0.30619377346017695)
7 (1665, 0.3041244570541647)
7 (2716, 0.28728645868568736)
7 (1623, 0.2866552046796228)
7 (1886, 0.27917565402915745)
7 (2317, 0.27753233139355715)
7 (2033, 0.27225501320371503)
7 (1706, 0.26999635071679745)
7 (2828, 0.2679202707310382)
7 (1334, 0.26760389668515466)
8 (3032, 0.3086430822310215)
8 (2541, 0.3067817693231557)
8 (1877, 0.3010956929347727)
8 (1846, 0.2998903788112772)
8 (3059, 0.29848724079226324)
8 (2951, 0.29353660404526577)
8 (2358, 0.29166189715755025)
8 (2950, 0.2909594178972653)
8 (1854, 0.2892215391228601)
8 (3105, 0.2892215391228601)
9 (2358, 0.37328218974212607)
9 (1928, 0.34456593114895034)
9 (2622, 0.3411837890219079)
9 (3006, 0.3408291658621573)
9 (2317, 0.33993750348720914)
9 (1647, 0.3385523974589654)
9 (3059, 0.3372386951066909)
9 (2988, 0.3342292341907641)
9 (3128, 0.33379270613347517)
9 (696, 0.3323580493661635)
10 (2265, 0.37273926469187824)
10 (2289, 0.3601313411841197)
10 (1309, 0.35440257517801416)
10 (2895, 0.3498091262266632)
10 (2785, 0.3497925834876311)
10 (1536, 0.3414410011420154)
10 (3077, 0.33641643775526353)
10 (1795, 0.3302428662431228)
10 (2931, 0.32700785601958826)
10 (2266, 0.3138536283629595)
11 (2699, 0.4321872332632473)
11 (2906, 0.4170844909365542)
11 (724, 0.40325972084283246)
11 (2091, 0.3748638182592616)
11 (3171, 0.3743360609467686)
11 (1923, 0.3743360609467686)
11 (2956, 0.3743360609467686)
11 (3077, 0.3712269448470633)
11 (2717, 0.36034022389266035)
11 (2003, 0.35980942974268093)
12 (1462, 0.41192999807136527)
12 (3026, 0.40898590112763616)
12 (1226, 0.40898590112763616)
12 (2080, 0.40431754268783304)
12 (2095, 0.40431754268783304)
12 (2184, 0.40431754268783304)
12 (2317, 0.40431754268783304)
12 (2320, 0.40431754268783304)
12 (2374, 0.40431754268783304)
12 (2582, 0.40431754268783304)
13 (2734, 0.5199794807677998)
13 (1947, 0.5188078823963111)
13 (2722, 0.5178917719094803)
13 (2858, 0.5125868283719548)
13 (3053, 0.5125868283719548)
13 (2856, 0.5056818944390769)
13 (2716, 0.5013900703536771)
13 (1234, 0.4875216323420358)
13 (2433, 0.4830540319012421)
13 (1195, 0.4739555895617841)
14 (1423, 0.31001548287649083)
14 (2314, 0.30962807645086016)
14 (3032, 0.30490613364760494)
14 (2812, 0.30461948888485596)
14 (3131, 0.3023257943048758)
14 (2924, 0.2990192019814148)
14 (2716, 0.2957149735305665)
14 (2750, 0.29437758637944145)
14 (2819, 0.29176328418612607)
14 (2931, 0.2906420183044254)
15 (3125, 0.2544523405945969)
15 (1750, 0.24049704903948557)
15 (2003, 0.23947468285870818)
15 (695, 0.2377798245501541)
15 (972, 0.2355989133207667)
15 (2188, 0.2316615670943791)
15 (3005, 0.2294746019968268)
15 (278, 0.22816105371797088)
15 (2851, 0.2239747845518247)
15 (2396, 0.2239734975148337)
16 (696, 0.4059709548574445)
16 (1135, 0.39857954452195976)
16 (2750, 0.38723081570142853)
16 (2003, 0.38186111989294497)
16 (1388, 0.3787299465868453)
16 (1199, 0.37710817749343173)
16 (2582, 0.3764306817480729)
16 (2931, 0.3749376944662437)
16 (2344, 0.37402024801293965)
16 (2378, 0.37386462154978034)
17 (1223, 0.5645577454851526)
17 (3150, 0.47989928080486915)
17 (2433, 0.4769513484490367)
17 (2253, 0.47446669946698156)
17 (1807, 0.4735299689763303)
17 (1542, 0.4714794064302003)
17 (1726, 0.47074646055673364)
17 (1665, 0.46983242714977297)
17 (1947, 0.46318635461957763)
17 (1154, 0.4598972584034615)
18 (2138, 0.3420209722018551)
18 (670, 0.33282175171360634)
18 (1591, 0.2990422140401357)
18 (2289, 0.29901885818110757)
18 (2341, 0.29690644570588476)
18 (1099, 0.29669307661720695)
18 (1988, 0.29643613673414076)
18 (1409, 0.29385191645049086)
18 (1159, 0.2866534963765081)
18 (1852, 0.28599164686327877)
19 (2570, 0.6632396036134377)
19 (2838, 0.6632396036134377)
19 (2433, 0.6632396036134377)
19 (1957, 0.6632396036134377)
19 (2557, 0.6632396036134377)
19 (2973, 0.6612173780080811)
19 (3075, 0.6080472864548055)
19 (2289, 0.6046109869978299)
19 (2692, 0.5848865866818109)
19 (950, 0.5729515809974148)
20 (2695, 0.40326619693339744)
20 (2524, 0.39377015761258205)
20 (2167, 0.353386185814299)
20 (1886, 0.35034962825134114)
20 (2314, 0.35034962825134114)
20 (1145, 0.3500951135178163)
20 (3124, 0.3500951135178163)
20 (2905, 0.34787004887758893)
20 (2189, 0.3474398957059016)
20 (2453, 0.3469917995126009)
21 (2931, 0.3712692519308746)
21 (2325, 0.36618455095780533)
21 (2189, 0.3635395769315728)
21 (3070, 0.3323180984658705)
21 (2111, 0.33044173456771564)
21 (2081, 0.329525256542637)
21 (2110, 0.3292646276769314)
21 (2169, 0.3287527863759938)
21 (1572, 0.3285389018378381)
21 (1886, 0.3285389018378381)
22 (1159, 0.28816432073441195)
22 (1906, 0.28144332311334946)
22 (2913, 0.2770020862119098)
22 (616, 0.27203272949859175)
22 (2631, 0.2713455882979275)
22 (3152, 0.2699360963006104)
22 (3032, 0.2697312622030596)
22 (2715, 0.26956188581458973)
22 (1237, 0.26629519112408856)
22 (2667, 0.26599479660394)
23 (2081, 0.612560722364811)
23 (2833, 0.5301118080914252)
23 (2169, 0.5299014198449596)
23 (1423, 0.5256611259518221)
23 (2114, 0.5225918677149634)
23 (3124, 0.5225918677149634)
23 (2216, 0.522202127609317)
23 (2130, 0.5208671948417307)
23 (2484, 0.5199926508397282)
23 (3032, 0.5156127450400904)
24 (20, 0.4295419163503896)
24 (3120, 0.4295419163503896)
24 (2931, 0.4295419163503896)
24 (942, 0.4295419163503896)
24 (1410, 0.4219268989583492)
24 (1194, 0.4185612651594053)
24 (3072, 0.3039857369524674)
24 (3073, 0.3039857369524674)
24 (1948, 0.3039857369524674)
24 (1540, 0.3039857369524674)
25 (2812, 0.8628297251591543)
25 (2634, 0.8559133876331)
25 (2951, 0.8180071075109226)
25 (2268, 0.8004722778783978)
25 (2988, 0.7863378658947264)
25 (2522, 0.783442114042638)
25 (2106, 0.7802723443639757)
25 (1032, 0.7714067816216768)
25 (1908, 0.7677320907085621)
25 (2849, 0.757268092669364)
26 (3105, 0.4592939154836038)
26 (696, 0.43275914209417066)
26 (2840, 0.42811911519725654)
26 (2080, 0.4035490566469399)
26 (2320, 0.4035490566469399)
26 (2314, 0.39411878318896193)
26 (3128, 0.3895114967436982)
26 (1409, 0.3800063389861607)
26 (2888, 0.37898016661549877)
26 (2849, 0.37786685807172016)
27 (1752, 0.5019752573403718)
27 (1728, 0.49867496747845824)
27 (2622, 0.49263433008507634)
27 (3050, 0.4923439473857614)
27 (1751, 0.4916226238726878)
27 (2406, 0.4808437130649363)
27 (2864, 0.4725255440228428)
27 (2314, 0.46857347179751757)
27 (1810, 0.4673324386626389)
27 (2582, 0.4673324386626389)
28 (2828, 0.28733125369011575)
28 (1846, 0.2872932892785195)
28 (616, 0.28026695881873614)
28 (1665, 0.2793579150721783)
28 (2046, 0.278980346719974)
28 (1572, 0.277059159286343)
28 (2401, 0.2768150632040795)
28 (1350, 0.27588968307672634)
28 (1728, 0.2752197275560123)
28 (3125, 0.27363256027220556)
29 (3131, 0.2751294718958848)
29 (2276, 0.2750293644205207)
29 (3021, 0.27349624199065925)
29 (2167, 0.2720617820821898)
29 (2402, 0.2708562622723131)
29 (2289, 0.2513354429000834)
29 (2200, 0.24934878082960718)
29 (1572, 0.248770256956967)
29 (1886, 0.248770256956967)
29 (1874, 0.24869149236099072)
30 (2876, 0.27709045059837667)
30 (2344, 0.2770460182128529)
30 (2341, 0.27305087483637386)
30 (1854, 0.24782768699308474)
30 (2980, 0.24756889365952797)
30 (2987, 0.2474193894168801)
30 (2343, 0.24576560457308977)
30 (1170, 0.24454558133923854)
30 (1470, 0.24419828311223216)
30 (2130, 0.24207031866263842)
31 (1665, 0.20897112175706545)
31 (2188, 0.20216708762444702)
31 (2051, 0.20085339397639382)
31 (616, 0.1978414505610485)
31 (1066, 0.19696185634767946)
31 (2931, 0.19581911963059842)
31 (1350, 0.193807412864823)
31 (2631, 0.1924021436374094)
31 (1491, 0.1922436819635388)
31 (2971, 0.19201361334626185)
32 (1433, 0.2649260684598594)
32 (1350, 0.25220428640997916)
32 (1930, 0.24955496326839374)
32 (1066, 0.24929465421115854)
32 (1665, 0.24674046489584456)
32 (2402, 0.24669046880309642)
32 (1415, 0.2452298590038246)
32 (2766, 0.24393925285309667)
32 (2423, 0.24245518117840076)
32 (2401, 0.24053836549299465)
33 (1143, 0.19250169599658068)
33 (1135, 0.18288929137180449)
33 (2289, 0.17723892925577278)
33 (2233, 0.1745753537079571)
33 (1423, 0.17295341605475756)
33 (2850, 0.17271947336905585)
33 (2265, 0.1720940439087258)
33 (2645, 0.1714841465363297)
33 (3138, 0.171301543420089)
33 (2929, 0.17063214867294052)
34 (2722, 0.31989310030874957)
34 (1623, 0.31798788133458533)
34 (1844, 0.3135704526693708)
34 (1908, 0.3073636909983793)
34 (2946, 0.30620683851533553)
34 (2598, 0.30612743774630835)
34 (278, 0.3048512357879536)
34 (3152, 0.3025388247288281)
34 (2247, 0.3008613165193243)
34 (2749, 0.3005845696278199)
35 (2645, 0.2501635995358686)
35 (2931, 0.2395914977647496)
35 (2606, 0.2187725958827116)
35 (1265, 0.21373258741809084)
35 (2785, 0.2136810477174897)
35 (1589, 0.21167184407804554)
35 (1862, 0.21133091631717082)
35 (2402, 0.2110375743923273)
35 (1890, 0.2109134295755303)
35 (2956, 0.20936999374265755)
36 (2112, 0.5054085665933616)
36 (2836, 0.49383944814899844)
36 (1453, 0.4863143722679761)
36 (2794, 0.4831729317455142)
36 (2786, 0.47323275791261277)
36 (1265, 0.4715526668467241)
36 (2110, 0.45763321742800717)
36 (2703, 0.45437888603758675)
36 (2739, 0.4511324392190117)
36 (2546, 0.4510171934041313)
37 (1003, 0.26095300492395584)
37 (1844, 0.2546666306385242)
37 (2233, 0.2540135526734486)
37 (2911, 0.2533130767706467)
37 (2850, 0.252303590379516)
37 (2003, 0.25097074858097557)
37 (1908, 0.2482053942926198)
37 (1847, 0.2475210778791264)
37 (2113, 0.24726322700646436)
37 (1098, 0.2468136092947148)
38 (2622, 0.27052021515331126)
38 (3069, 0.2599135927695162)
38 (3105, 0.25431250436287217)
38 (1003, 0.24968760668646978)
38 (2145, 0.2486588880756351)
38 (1846, 0.24770983468453628)
38 (2424, 0.24751148854744265)
38 (670, 0.24732734981001553)
38 (2233, 0.24692429997637924)
38 (2631, 0.2466495953214616)
39 (2931, 0.2697019491474168)
39 (2940, 0.25761350165624114)
39 (2722, 0.2361772536174333)
39 (1379, 0.23401079696897875)
39 (3101, 0.2313585593706096)
39 (3105, 0.2309502015959014)
39 (2939, 0.2308294011918069)
39 (2341, 0.22781224374213857)
39 (1626, 0.22548362288135632)
39 (2254, 0.2241639147691035)
40 (1626, 0.2947690437991178)
40 (616, 0.2937462586943114)
40 (2002, 0.29331971333772267)
40 (1847, 0.28903634154167285)
40 (2051, 0.2859647441863403)
40 (2692, 0.2787745866752398)
40 (2064, 0.27835802885829924)
40 (2060, 0.276516882367928)
40 (1650, 0.27031613879912525)
40 (1625, 0.26781463091427904)
41 (2522, 0.18907379054185752)
41 (2541, 0.18768300591819972)
41 (2080, 0.1855667240671199)
41 (3153, 0.18421370074013238)
41 (2828, 0.1813821140256529)
41 (1409, 0.18020660513087303)
41 (1099, 0.18011443217880965)
41 (3076, 0.17947991484520096)
41 (1747, 0.17860857690091814)
41 (2196, 0.17860171537009378)
42 (2849, 0.4463977747402636)
42 (1726, 0.4439435695571498)
42 (2894, 0.4331491417287646)
42 (1534, 0.4187409000888354)
42 (3072, 0.41658768768927557)
42 (1609, 0.41508135780366867)
42 (2828, 0.41508135780366867)
42 (1908, 0.41091202920148184)
42 (2812, 0.4084470784102725)
42 (2634, 0.40838560639126653)
43 (1272, 0.17307980781136545)
43 (1528, 0.1693227698372135)
43 (2289, 0.16912645062705997)
43 (2924, 0.16891859364965187)
43 (1427, 0.16507598763431883)
43 (1517, 0.16498325610420525)
43 (2947, 0.1648213620768101)
43 (1726, 0.16294321304130094)
43 (2959, 0.16110701390087626)
43 (2194, 0.1602951629047652)
44 (2188, 0.12261840215433456)
44 (1726, 0.11981012976586145)
44 (2645, 0.11981012976586145)
44 (2924, 0.11974413647072256)
44 (1003, 0.11862814646365796)
44 (2812, 0.1184527813755396)
44 (533, 0.11816727814830286)
44 (1160, 0.11721935969537173)
44 (1235, 0.11721935969537173)
44 (1517, 0.11721935969537173)
45 (2988, 0.2934382876865835)
45 (2865, 0.28423632232381696)
45 (1194, 0.2814189508419575)
45 (2631, 0.2812039204652341)
45 (2833, 0.27958123640227395)
45 (2033, 0.2778152968435565)
45 (2451, 0.2769119419490743)
45 (1456, 0.2683762363913907)
45 (1066, 0.26740210264885306)
45 (2812, 0.26676029904546844)
46 (1665, 0.39446246970799975)
46 (944, 0.38356922845429975)
46 (2568, 0.38130972113071576)
46 (1032, 0.3796357687319362)
46 (2265, 0.378255204663818)
46 (675, 0.36577231722500747)
46 (2451, 0.36439200649774545)
46 (3059, 0.3631096210277185)
46 (2951, 0.3614156500969498)
46 (1108, 0.36133524250181925)
47 (2314, 0.31340736549232195)
47 (1824, 0.29722482086378216)
47 (2951, 0.2921967216994023)
47 (2537, 0.28689018074098854)
47 (2499, 0.2848316739547992)
47 (1469, 0.28462966279768687)
47 (1527, 0.2839851225013321)
47 (1908, 0.2836667898795553)
47 (2645, 0.28186981543714773)
47 (1695, 0.28054302779588935)
48 (2402, 0.3604323846484513)
48 (1066, 0.3565970859526686)
48 (1098, 0.35625470014364696)
48 (1769, 0.3551179121201683)
48 (1433, 0.3544331403673199)
48 (3032, 0.35238468157724456)
48 (2695, 0.3511387670849029)
48 (1651, 0.34222330346567664)
48 (1385, 0.3412528955419627)
48 (1677, 0.33957668463197893)
49 (2002, 0.4818116661582863)
49 (1388, 0.4782764793874743)
49 (616, 0.4720011215601333)
49 (1886, 0.4653103541623865)
49 (2402, 0.4585090974986308)
49 (1066, 0.45765224308514296)
49 (2046, 0.45040258278210427)
49 (2795, 0.444155507504772)
49 (1135, 0.44266012102909275)
49 (2631, 0.439015118819435)
50 (1680, 0.5445465878631636)
50 (1700, 0.5202764471924184)
50 (2451, 0.5202764471924184)
50 (1711, 0.5195432663584896)
50 (2795, 0.5195432663584896)
50 (1409, 0.5179260390289422)
50 (2570, 0.5178077439631827)
50 (670, 0.5144384053580544)
50 (2175, 0.5139512982315588)
50 (675, 0.5119964822731605)
51 (2570, 0.5494879787124567)
51 (1957, 0.48803652842641276)
51 (3153, 0.48545096234339524)
51 (2433, 0.4839731028559515)
51 (2522, 0.48130076361670804)
51 (1752, 0.4708156694547931)
51 (3075, 0.45774118298111455)
51 (2450, 0.45314775044587735)
51 (3152, 0.45314775044587735)
51 (2645, 0.45264279770462035)
52 (605, 0.4442094046301749)
52 (2882, 0.4430465848000875)
52 (1234, 0.4359459358825398)
52 (675, 0.4358345275309985)
52 (2535, 0.4358345275309985)
52 (2931, 0.4301182771635752)
52 (1199, 0.4298922306347457)
52 (1591, 0.4295503234490245)
52 (1856, 0.4295503234490245)
52 (2798, 0.4208285394020531)
53 (727, 0.1782700953085437)
53 (1186, 0.16959416004703212)
53 (2210, 0.16846830194633935)
53 (2739, 0.16166007161971954)
53 (1567, 0.16164257445007238)
53 (1066, 0.16052672164277915)
53 (2554, 0.1603843651955708)
53 (1609, 0.16020673878814468)
53 (2769, 0.15955258982444204)
53 (3085, 0.15803673830199425)
54 (2931, 0.2949563299696011)
54 (1902, 0.27423454593393165)
54 (2941, 0.27387606364397665)
54 (3031, 0.26731638647512546)
54 (3105, 0.26128966008282395)
54 (2341, 0.25336216622242036)
54 (2342, 0.2528179334806903)
54 (1463, 0.25170514709573605)
54 (2958, 0.2509869682776256)
54 (1457, 0.2463044358465223)
55 (1665, 0.21524980320716003)
55 (1588, 0.18058669893455787)
55 (1641, 0.18058669893455787)
55 (2470, 0.18058669893455787)
55 (3198, 0.18058669893455787)
55 (1470, 0.18030051814501016)
55 (2786, 0.1795671232094541)
55 (1612, 0.17946297668447347)
55 (2931, 0.1792794604731054)
55 (2112, 0.17842882361835696)
56 (2931, 0.3520770137026784)
56 (1665, 0.33758224022733546)
56 (2470, 0.3251948584031146)
56 (464, 0.31937083863606613)
56 (2302, 0.3187592222216169)
56 (1425, 0.3168665819541827)
56 (3077, 0.3165993491158988)
56 (1911, 0.31340644605158957)
56 (724, 0.30875369073985254)
56 (1781, 0.304477289255231)
57 (3077, 0.1877393538181558)
57 (2219, 0.16065081975193263)
57 (3140, 0.15921409887006785)
57 (2542, 0.1571713841399212)
57 (1834, 0.153774396594381)
57 (2558, 0.15364271325603435)
57 (2682, 0.15245817773904616)
57 (1677, 0.15193302701822176)
57 (1891, 0.1511371524110315)
57 (2733, 0.14994244922058206)
58 (2849, 0.29939340599336867)
58 (1609, 0.2822717385208144)
58 (1695, 0.2801824197000938)
58 (2167, 0.2779081573370891)
58 (2786, 0.2730104667392391)
58 (1433, 0.2724091090388591)
58 (2310, 0.2721579514901151)
58 (1698, 0.27159380186261983)
58 (2851, 0.2688131674500883)
58 (1957, 0.2660982374536452)
59 (2753, 0.30109021462216556)
59 (1456, 0.2891430268065577)
59 (3087, 0.27890791152782696)
59 (2046, 0.2787675958595132)
59 (675, 0.2735056549631478)
59 (2265, 0.2712598662034822)
59 (3120, 0.2691702744026457)
59 (2828, 0.26770552974373196)
59 (1711, 0.26566156638439536)
59 (2985, 0.26298853823958146)
60 (3026, 0.20333102623639696)
60 (2812, 0.19700492781002066)
60 (2828, 0.19682102376984562)
60 (1750, 0.19513345964364812)
60 (2396, 0.19474191710300362)
60 (2342, 0.19455073255997987)
60 (2988, 0.19452299373525767)
60 (616, 0.19361878888730744)
60 (2849, 0.19277056411732624)
60 (1774, 0.19014134066242386)
61 (2711, 0.20950173711553632)
61 (2307, 0.20358138147911473)
61 (1674, 0.2027012959449426)
61 (2561, 0.2002406140283686)
61 (2314, 0.19994468718132427)
61 (1135, 0.19745703415773566)
61 (1194, 0.196493468584569)
61 (1976, 0.19392191402237713)
61 (2631, 0.19342091203973866)
61 (1236, 0.18827135783491875)
62 (2628, 0.4023154021000863)
62 (2196, 0.39980030261363575)
62 (1856, 0.3956026969977804)
62 (1911, 0.39450116814892444)
62 (1309, 0.3924541910947395)
62 (1957, 0.39209388608089896)
62 (1932, 0.3899694778782344)
62 (1825, 0.38869943916092403)
62 (320, 0.38845685497939536)
62 (2911, 0.38297184021637715)
63 (2289, 0.3743914653229179)
63 (2232, 0.3552910561811098)
63 (2402, 0.35033226910185844)
63 (2081, 0.3326708579170318)
63 (1572, 0.33147559203582944)
63 (2828, 0.33147559203582944)
63 (3039, 0.3287023062563986)
63 (1705, 0.3256373674947377)
63 (1099, 0.3247114394626348)
63 (3152, 0.3233427004897883)
64 (2232, 0.2144303817355953)
64 (2178, 0.20662469035399253)
64 (1976, 0.2045488703278292)
64 (2002, 0.20360337488792488)
64 (2484, 0.2029644236037417)
64 (1665, 0.1974376464579008)
64 (2177, 0.19698095558503592)
64 (973, 0.19507331181897164)
64 (2344, 0.1949816540922379)
64 (2358, 0.19425855665286115)
